Dev ID,AI Interview completed date,Country,Job role,Resume Skills,AI vetted skills,AI Soft Skills Result,AI Coding test result,AI Proctoring score,Human Interview passed,Gender
28267,07/03/24 7:11,India,Null,Null,Python: Mid-level | Data Science: Mid-level | SQL: Mid-level | R Programming: Senior | Machine Learning: Mid-level,Below Average,Mid-level,100,TRUE,Male
28274,07/03/24 8:09,Null,CUSTOM,Null,Python : Junior | Django : Mid-level | DSA : Mid-level,Average,Mid-level,Null,TRUE,Male
28278,07/03/24 8:16,India,Null,Null,HTML : Mid-level | CSS: Senior | JAVASCRIPT: Mid-level | REACT JS: Mid-level | NODE JS: Mid-level,Good,Null,100,TRUE,Male
28287,07/03/24 9:13,Null,CUSTOM,Null,Javascript : Junior | TypeScript : Junior | DSA : Not experienced,Below Average,Junior,100,Null,Female
28291,07/03/24 9:25,India .,Null,Null,C++: Mid-level | OOPS: Mid-level | DSA: Mid-level,Good,Mid-level,98,TRUE,Male
28301,07/03/24 10:14,Null,CUSTOM,Null,Node.js: Junior | DSA : Junior,Average,Mid-level,34,Null,Male
28303,07/03/24 10:19,Null,CUSTOM,Null,Javascript : Junior | Spring boots : Junior | DSA : Not experienced,Good,Senior,55,TRUE,Male
28304,07/03/24 10:46,Null,CUSTOM,Null,Python : Senior | SQL : Mid-level | DSA : Senior,Good,Junior,93,Null,Male
28309,07/03/24 10:53,Null,CUSTOM,Null,Javascript : Junior | DSA : Junior,Below Average,Mid-level,Null,TRUE,Not determined
28310,07/03/24 10:58,Null,CUSTOM,Null,Node.js: Mid-level | DSA : Mid-level,Average,Junior,100,Null,Male
28316,07/03/24 11:21,India,Null,Null,Python: Mid-level | Vuejs: Mid-level | Docker: Mid-level,Good,Senior,100,TRUE,Male
28334,07/03/24 12:45,India,Null,Null,PHP: Mid-level | Javascript: Senior | Laravel: Senior,Excellent,Mid-level,100,TRUE,Male
28338,07/03/24 12:56,Null,CUSTOM,Null,React : Junior | Node: Junior | DSA : Junior,Below Average,Mid-level,99,Null,Male
28336,07/03/24 13:00,Null,CUSTOM,Null,Node: Mid-level | Javascript : Junior | DSA : Mid-level,Below Average,Senior,90,TRUE,Male
28341,07/03/24 13:06,India,Null,Null,angular: Junior | .net: Junior | sql: Junior,Below Average,Not experienced,100,Null,Male
28352,07/03/24 13:36,Null,CUSTOM,Null,Javascript : Mid-level | Spring boots : Senior | DSA : Senior,Good,Not experienced,100,TRUE,Male
28353,07/03/24 14:03,Null,CUSTOM,Null,DSA: Senior | Scala: Junior | React.JS: Junior,Good,Junior,79,Null,Not determined
28249,07/03/24 14:06,Null,CUSTOM,Null,Unreal Engine 5: Junior | C++: Junior | Blueprint Visual Scripting: Mid-level,Average,Not experienced,74,TRUE,Male
27129,07/03/24 14:24,India,Null,Null,Python: Mid-level | Machine Learning: Mid-level | Large Language Models: Senior,Average,Null,Null,TRUE,Male
28367,07/03/24 15:24,Null,CUSTOM,Null,Python: Junior | C++: Junior | DSA: Mid-level,Good,Not experienced,100,Null,Male
28371,07/03/24 15:27,Null,CUSTOM,Null,Java: Not Experienced | Python: Not experienced | DSA: Not experienced,Below Average,Not experienced,65,Null,Not determined
28378,07/03/24 16:04,Null,CUSTOM,Null,Java: Mid-level | Javascript : Junior | DSA : Junior,Good,Junior,100,TRUE,Male
28392,07/03/24 17:09,Null,CUSTOM,Null,React.js: Junior | Node.js: Not experienced | DSA : Not experienced,Below Average,Not experienced,97,Null,Male
28399,07/03/24 17:32,Null,CUSTOM,Null,DSA: Junior | PHP: Junior | Vue.JS: Junior,Good,Junior,100,Null,Male
28404,07/03/24 17:34,Null,CUSTOM,Null,DSA: Junior | Backend: Junior | Databases: Junior,Average,Not experienced,100,Null,Male
28409,07/03/24 18:08,India,Null,Null,DSA: Mid-level | React: Senior | HTML: Mid-level | Javascript: Mid-level | NodeJS: Senior,Average,Mid-level,100,TRUE,Male
28417,07/03/24 18:09,Null,CUSTOM,Null,Javascript : Senior | TypeScript : Junior | DSA : Junior,Average,Mid-level,95,Null,Male
28422,07/03/24 18:41,Null,CUSTOM,Null,React : Junior | Angular : Junior | DSA : Not experienced,Average,Junior,78,Null,Male
28425,07/03/24 18:54,Null,CUSTOM,Null,DSA: Junior | React.js: Junior | Node.js: Mid-level,Good,Not experienced,99,Null,Not determined
28435,07/03/24 19:50,Brazil,Null,Null,python: Senior | sql: Senior | communication: Senior | clean code: Senior | solid: Senior,Good,Mid-level,88,TRUE,Male
28451,07/03/24 21:09,United States,Null,Null,Java: Mid-level | SpringBoot: Mid-level | SQL: Junior,Good,Null,100,TRUE,Female
28442,07/03/24 21:51,Null,CUSTOM,Null,Angular: Senior | MongoDB: Mid-level | DSA: Junior,Average,Mid-level,Null,Null,Not determined
28466,07/03/24 22:48,United States,Null,Null,Java: Mid-level | C++: Junior | SQL: Junior,Good,Not experienced,100,Null,Female
33209,07/04/24 17:20,India,Null,Null,C++: Junior | DSA: Junior | Java: Junior,Average,Junior,Null,Null,Male
38391,07/05/24 3:34,Vietnam,Null,Null,Ruby: Not experienced | Elixir: Not experienced | SQL: Not experienced,Not Experienced,Not experienced,87,Null,Male
38414,07/05/24 5:45,India,Null,Null,Digital Marketing: Junior | SEO (Search Engine Optimization): Mid-level | Marketing Strategy Development: Mid-level,Good,Null,77,TRUE,Male
38412,07/05/24 8:59,India,Null,Null,Writing: Senior | Content Marketing: Senior | Marketing: Mid-level,Excellent,Null,Null,TRUE,Female
38462,07/05/24 9:54,India,Null,Null,Digital Marketing: Junior | SEO (Search Engine Optimization): Junior | Marketing Strategy Development: Mid-level,Good,Null,97,TRUE,Female
38086,07/05/24 11:54,India,Null,Null,Biology: Mid-level | Physics: Not experienced | Chemistry: Mid-level,Good,Null,Null,TRUE,Male
37954,07/05/24 13:26,India,Null,Null,Financial Statement Analysis: Mid-level | Cash Flow Forecasting: Mid-level | Accounting & Financial Report Preparation: Junior | Financial Planning & Analysis: Junior | Budgeting: Mid-level,Average,Null,Null,TRUE,Not determined
38018,07/05/24 16:50,India,Null,Null,"MIS Reporting: Mid-level | Budgeting & Reporting: Mid-level | Financial Planning: Junior | Audit, Accounting & Taxation: Junior",Average,Null,Null,Null,Male
38540,07/05/24 16:55,India,Null,Null,React Native: Mid-level,Average,Junior,73,Null,Male
38563,07/05/24 19:07,Colombia,CUSTOM,Null,Ruby On Rails: Mid-level | React.js: Junior | Python: Junior,Average,Junior,33,Null,Male
43751,07/06/24 6:33,India,CUSTOM,Null,React Native: Mid-level,Below Average,Junior,Null,TRUE,Male
43781,07/06/24 10:05,India,Null,Null,Creative Writing: Not experienced | Proofreading : Not experienced,Not Experienced,Null,Null,Null,Female
43786,07/06/24 10:54,Pakistan,Null,Null,python: Junior | Qa: Junior | Ai: Junior,Below Average,Junior,99,Null,Male
43806,07/06/24 12:55,India,CUSTOM,Null,Python: Junior,Below Average,Null,99,Null,Male
43811,07/06/24 13:30,India,Null,Null,Swift : Not experienced | Objective C: Junior | IOS: Junior,Below Average,Senior,100,TRUE,Male
43834,07/06/24 15:38,India,Null,Null,python: Not experienced | javascript: Mid-level | sql: Senior | html: Mid-level | css: Mid-level,Good,Junior,57,Null,Male
43844,07/06/24 16:21,Brazil,Null,Null,Content writing: Mid-level | Portuguese grammar: Junior,Average,Null,98,Null,Female
43858,07/06/24 17:49,Colombia,CUSTOM,Null,Python : Not experienced | React Native : Mid-level | Django : Junior,Average,Junior,Null,Null,Male
43869,07/06/24 19:41,Null,CUSTOM,Null,Python : Mid-level | React Native : Senior | Django : Mid-level,Excellent,Mid-level,Null,TRUE,Male
43870,07/06/24 19:44,India,Null,Null,ios: Junior | swift: Junior | swiftUI: Junior,Below Average,Not experienced,86,Null,Male
48679,07/08/24 3:17,India,CUSTOM,Null,Content Writing: Junior | Proof Reading: Junior,Null,Null,17,Null,Male
48691,07/08/24 5:37,India,Python Engineer,Null,Python: Junior | FastAPI: Junior | AWS: Junior,Good,Mid-level,97,Null,Male
48692,07/08/24 5:50,India,Python Engineer,Null,Python: Junior | FastAPI: Junior | AWS: Not experienced,Below Average,Not experienced,90,Null,Male
48693,07/08/24 6:22,Malaysia,Chinese Creative Writer,Null,Content Writing: Junior | Proofreading: Junior,Average,Null,Null,Null,Female
48709,07/08/24 9:06,Germany,CUSTOM,Null,Content Writing: Junior | Proof Reading: Junior,Average,Null,85,Null,Male
48719,07/08/24 10:44,India,Python Engineer,Null,Python: Junior | FastAPI: Junior | AWS: Junior,Good,Mid-level,87,Null,Male
48728,07/08/24 12:29,India,CUSTOM,Null,Python: Junior | AWS: Junior | Fast API: Mid-level,Average,Senior,88,Null,Male
48736,07/08/24 12:54,India,CUSTOM,Null,Content Writing: Mid-level | Proof Reading: Junior,Null,Null,99,Null,Male
48737,07/08/24 13:25,Germany,CUSTOM,Null,Content Writing: Not experienced | Proof Reading: Not experienced,Null,Null,Null,Null,Male
48752,07/08/24 16:07,United States,Null,Null,PLC Programming: Junior | Debugging and troubleshooting as a control engineer: Junior | Electrical control schematics: Junior | Servo motion control systems: Junior | Robot motion control systems:: Junior,Average,Null,89,Null,Male
48759,07/08/24 17:13,India,Python Engineer,Null,Python: Junior | FastAPI: Not experienced | AWS: Not experienced,Average,Not experienced,93,Null,Male
48753,07/08/24 17:15,India,CUSTOM,Null,Python: Mid-level | AWS: Junior | Fast API: Junior,Good,Mid-level,89,Null,Male
48766,07/08/24 18:05,Brazil,Null,Null,React Native: Junior | Typescript: Junior | Node.js: Not experienced,Average,Senior,90,Null,Male
48779,07/08/24 22:15,United States,Null,Null,PHP: Mid-level | MySQL: Junior,Good,Mid-level,89,TRUE,Male
48781,07/08/24 23:42,Singapore,Chinese Creative Writer,Null,Content Writing: Senior | Proofreading: Senior,Good,Null,Null,TRUE,Not determined
51812,07/09/24 2:24,India,Null,Null,Test Automation: Junior | Manual Testing: Mid-level | Software Quality Assurance: Junior,Good,Null,96,Null,Male
51829,07/09/24 6:21,India,Backend developer,Null,Python: Junior | Aws: Junior | Fast API: Not experienced | Web sockets: Not experienced,Average,Not Experienced,91,Null,Male
51827,07/09/24 6:28,India,"JavaScript, React, Typescript and Context API Interview",Null,JavaScript: Not experienced | React: Not experienced | Typescript: Not experienced | Context API: Not experienced,Not Experienced,Mid-level,86,Null,Male
51837,07/09/24 7:21,United States,"React, next.js, Typescript and Axios Interview",Null,React: Junior | next.js: Junior | Typescript: Mid-level | Axios: Junior,Average,Mid-level,99,Null,Male
51860,07/09/24 10:20,India,ZS-DevOps Engineer,Null,DevOps: Junior | Python: Junior | Kubernetes: Junior | AWS: Junior,Average,Not Experienced,85,Null,Not determined
51875,07/09/24 11:12,India,Null,Null,Test Automation: Not experienced | Manual Testing: Not experienced | Software Quality Assurance: Not experienced,Not Experienced,Null,58,Null,Male
51917,07/09/24 15:26,Pakistan,Null,Null,Test Automation: Mid-level | Manual Testing: Mid-level | Software Quality Assurance: Mid-level,Excellent,Null,96,TRUE,Male
57884,07/10/24 4:23,India,Null,Null,Java: Senior | Apache spark: Junior | Technical team management: Senior | AWS: Senior,Excellent,Null,90,Null,Male
57897,07/10/24 6:04,India,Final LLM Engineer - Jayshree,Null,Python: Mid-level | FastAPI: Junior | LLM : Junior | RAG-based bot development: Mid-level,Good,Mid-level,99,Null,Male
57894,07/10/24 6:07,India,Null,Null,Node.js: Senior | Java: Junior | RESTful APIs: Mid-level | MongoDB: Mid-level | AWS: Senior,Good,Junior,95,Null,Male
57934,07/10/24 11:02,India,Null,Null,LLM: Junior | RAG: Not experienced | Python: Not experienced | FastAPI: Junior,Below Average,Senior,77,Null,Male
57941,07/10/24 11:30,India,UI Developer,"Python, JavaScript, SQL, NoSQL, MongoDB, C, C++, Java, ReactJS, NodeJS, ExpressJS, React Native, Redux, NextJS, HTML/CSS, TypeScript, Firebase, System Design, Docker, Git",JavaScript: Junior | ReactJS: Junior | TypeScript: Junior | Axios: Junior | Context API: Junior,Average,Not Experienced,98,Null,Female
57967,07/10/24 13:40,Brazil,DBT,Null,DBT: Mid-level,Good,Null,96,TRUE,Male
57963,07/10/24 13:52,India,UI Developer,"React.js, Redux, HTML5, CSS, JavaScript, Node.js, Express.js, TypeScript, Bootstrap, Tailwind CSS, MUI, Tan Stack Query, Web Socket, Micro-Frontend, Rest APIs, Agile Methodology, Flux, Single SPA, Git, GitLab, Docker, AWS, CI/CD Pipelines, OAuth, JWT, DSA and Algorithm, Creativity",JavaScript: Junior | React.js: Junior | TypeScript: Junior | Axios: Junior | Context API: Junior,Average,Mid-level,98,Null,Female
57965,07/10/24 14:12,India,UI Developer,Null,React: Junior | Next.js: Mid-level | Axios: Junior | Typescript: Mid-level,Average,Senior,98,Null,Male
57988,07/10/24 15:48,Sri Lanka,AI Engineer - Chirag,Null,Python : Mid-level | LLM : Junior | PostgreSQL : Junior,Good,Not Experienced,83,Null,Male
57993,07/10/24 15:54,India,full stack,Null,JavaScript: Mid-level | React.js: Mid-level | Next.js: Mid-level | Node.js: Mid-level,Excellent,Mid-level,92,TRUE,Male
57995,07/10/24 16:22,India,UI Developer,Null,React: Mid-level | Next.js: Mid-level | Axios: Junior | Typescript: Junior,Good,Junior,86,FALSE,Male
58005,07/10/24 16:40,United States,Senior API Developer,"Python, Java, Golang, C++, REST API, Multi-threading, Spark, Scala, Groovy, Docker, Kubernetes, AWS, SQL/NoSQL Databases, CI/CD Pipeline, Unix, Shell Scripting, Kafka, Redis, Angular",Python: Junior | Golang: Junior | LangChain: Junior | GuardRails: Junior | SDK Development: Junior,Good,Junior,91,Null,Male
57999,07/10/24 17:06,India,full stack,Null,Node.js: Not experienced | Python: Not experienced | PostgreSQL: Not experienced | React.js: Not experienced,Not Experienced,Senior,Null,TRUE,Male
58043,07/10/24 19:41,United Kingdom,DevOps Engineer,"Azure DevOps, GitLab, Git SCM, GitHub Actions, Drone CI, Jenkins, Kubernetes, Terraform, AWS, Azure, GCP, Anchore Scanning, SonarQube, AWS KMS, TFLinting, Checkov, Terratest, AWS CloudWatch, Azure Monitor, SQL, HTML, CSS, Bash/Linux Computing, Python, JavaScript, Go, MongoDB, DynamoDB, Vagrant, VirtualBox, Salesforce DX, Agile, SCRUM",Python: Junior | Docker: Mid-level | Kubernetes: Junior | Ansible: Not experienced | Jenkins: Junior,Good,Senior,100,Null,Male
58061,07/10/24 20:47,Serbia,Chirag- Frontend developer (DeckFusion),Null,HTMX: Junior | Tailwind : Junior | Web Components: Mid-level,Good,Senior,25,Null,Male
58060,07/10/24 20:56,United States,DevOps Engineer,"Amazon Web Services (AWS), Ansible, Terraform, Jenkins, Docker, Kubernetes, Nagios, AppDynamics, Prometheus, Dynatrace, Splunk, New Relic, MySQL, SQL Server, DynamoDB, Maven, GIT, GitHub, Apache, Nginx, Tomcat, WebSphere, SonarQube, PowerShell, Python, Linux, Ubuntu, Redhat/CentOS, Jira, ServiceNow, AEM, Fatwire and Python",Docker: Mid-level | Kubernetes: Mid-level | Ansible: Mid-level | Jenkins: Mid-level,Excellent,Junior,98,Null,Female
58080,07/10/24 22:33,Brazil,DevOps Engineer,"Kubernetes, Helm, AWS, Terraform, ArgoCD, Docker, Pipelines, Shell Script & Python, Disaster Recovery",Python: Junior | Docker: Mid-level | Kubernetes: Mid-level | Ansible: Not experienced | Jenkins: Junior,Average,Not Experienced,96,Null,Male
65242,07/11/24 0:08,New Zealand,Mobile Application Developer,"Swift, Swift UI, C#, Dart, Xcode, Xamarin Studio, Visual Studio, Git, Agile Methodology, Jira, SwiftLint, SVN, SourceTree, Postman, Xamarin iOS, Flutter, iOS Development: Junior, Android Development: Junior, React Native: Junior, Flutter: Junior, REST APIs: Junior",iOS Development: Junior | Android Development: Junior | React Native: Junior | Flutter: Junior | REST APIs: Junior,Average,Mid-level,97,Null,Female
65251,07/11/24 0:36,Brazil,Senior Account Executive,"Digital Marketing Strategies, ERP, CRM, Big Data, Team Training and Coaching, Sales KPIs Planning, CRM Experience, Sales Process Building, B2B Sales",Communication: Senior | CRM Systems: Mid-level | Account Management: Senior | Analytical and Problem-Solving: Junior,Good,Null,98,Null,Male
65249,07/11/24 0:37,Honduras,"Senior Engineer (Angular, Typescript and Firebase)","Java, C++, JavaScript, Python, TypeScript, C#, Go, Git, SQL/NoSQL, Node.js, React.js, Vue.js, Angular, Bootstrap, Ant Design, Express, MongoDB, Postgres, Firebase, SQL Server, Azure, GitHub, Azure Repo, Azure Pipelines, Docker, Sequelize, Linux, Agile, Scrum, Waterfall, ESLint, Prettier, Algolia, Google Maps, Microsoft Graph, Sendmail",Angular: Junior | TypeScript: Mid-level | Firebase: Junior | Mobile: Junior,Excellent,Junior,66,Null,Male
65256,07/11/24 0:55,United States,Senior Frontend Engineer,"React.js, React Native, Next.js, Server-Side Rendering, Single Page Application, Redux, MobX, Webpack, ES6/7, Babel, Jotai, Zustand, JavaScript, TypeScript, HTML, CSS, React Query, GraphQL, Jest, Enzyme, Mocha, Cypress, JSON APIs, React Lifecycle, React Hooks, CI/CD, Git, Bitbucket, GitLab, Tailwind CSS, Material UI, Bootstrap, UI Component Libraries, SASS/SCSS, Electron.js, Storybook, Unit Testing, Snapshot Testing, A/B Testing, Progressive Web App, Micro-Frontend, Multi-Store Applications, Headless CMS, Blockchain, Crypto, WordPress, Shopify, Jenkins, Docker, Kubernetes, Microservices, Linux, Agile, Scrum, Multi-Tasking",TypeScript: Mid-level | Angular: Mid-level,Good,Senior,Null,Null,Male
65258,07/11/24 1:10,Argentina,AI/ML Engineer,"Python, SQL, JavaScript, HTML, PyTorch, NumPy, Scikit-learn, Django, Shell, Apache Airflow, GCP, AWS, Azure, CI/CD",Python: Junior | Machine Learning Algorithms: Junior | Data Preprocessing: Junior,Average,Not experienced,98,Null,Not determined
65044,07/11/24 1:16,Ecuador,AI/ML Engineer,"Python, Java, Docker, SQL, AWS",Python: Junior | Machine Learning Algorithms: Junior | Data Preprocessing: Junior,Average,Senior,Null,Null,Male
65257,07/11/24 1:22,United States,LLM Engineer (Python),"Django, Flask, Spark, React Native, NodeJS, Redux, JQuery, GraphQL, ASP.NET, Flower, AWS, GCP, Azure, SQL, MySQL, MongoDB, Linux, Docker, Kubernetes, Terraform, CI/CD, Security, Ansible, Jenkins, Git, Jira, Python, C, C#, C++, R, Java, CSS, HTML, Postman, JavaScript, ML Systems Research, Optimization, DL, CNN, RNN, LSTM, Transformer Architecture, TensorFlow, PyTorch, Data Pipelines, Performance Optimization, AIOps, Gen AI, LLM, RAG, Recommendation Systems, Personalization, Data Analysis",Python: Mid-level | JavaScript: Mid-level | AWS: Mid-level | DevOps: Mid-level | LLM: Mid-level,Excellent,Junior,Null,Null,Male
65277,07/11/24 3:23,India,Senior Fullstack Engineer,"Python, Flask, FastAPI, JavaScript, MySQL, PostgreSQL, SQLite, MSSQL, MongoDB, HTML, CSS, Bootstrap, React.js, Restful APIs, JSON, JWT Authentication, Swagger, ReDoc, Postman, Git, VSCode, SQL, ORM (SQLAlchemy), Alembic, Windows, Ubuntu",Python: Junior | React.js: Junior | AWS: Mid-level,Good,Mid-level,79,Null,Male
65281,07/11/24 3:35,India,Supply Chain Specialist,"SQL, Power BI, MS Excel, Google Sheets, MS Word, Finacle, Supply Chain Optimization",SQL: Junior | Power BI: Junior | MS Excel: Junior | Google Sheets: Junior | MS Word: Junior | Finacle: Junior | Supply Chain Optimization: Junior | Demand Forecasting: Junior | Inventory Management: Junior | Vendor Relationships: Not experienced | Analytical Skills: Junior,Average,Null,81,Null,Female
63948,07/11/24 3:39,United States,Front-end Engineer,"C++, Python, JavaScript, TypeScript, SQL, React.js, Redux, CSS3, SCSS, MongoDB, NoSQL, Google Firebase, GraphQL, Cassandra, Kotlin, Node.js, Docker, Storybook, Jest, AWS, CI/CD, Jenkins, Figma",React: Mid-level | TypeScript: Mid-level | AWS: Junior,Good,Senior,Null,Null,Male
65279,07/11/24 3:45,India,Senior Software Engineer,"Python, Shell Scripting, Fast API, Flask, Pytest, PostgreSQL, MySQL, Kubernetes, Airflow, Kafka, Git, CI/CD Pipelines, Debugging, Performance Optimization, React",Python: Senior | MySQL: Junior | Django: Junior,Good,Junior,26,Null,Male
65291,07/11/24 3:56,India,Supply Chain Specialist,"Order Management, Warehouse Management, Inventory Management, Logistics, Procurement, Reports, SAP MM, ERP, Power BI, MS Office, MIS Reports, Supply Chain Optimization",Demand Forecasting: Junior | Inventory Management: Junior | Vendor Relationships: Junior | Analytical Skills: Junior,Average,Null,80,Null,Male
65293,07/11/24 4:02,India,Senior Mobile Engineer,"JavaScript, TypeScript, Swift, UIKit, C++, Python, SQL, Node.js, React Native, React, Redux, Git, Xcode, Restful APIs",React Native: Junior | iOS Development: Junior,Average,Senior,Null,Null,Male
65302,07/11/24 4:06,India,DevOps Engineer,"Jenkins, Git, GitHub, GitHub Actions, Ansible, CI/CD Pipelines, Terraform, AWS CloudFormation, Prometheus, Grafana, Kibana, Docker, Kubernetes, AWS, Linux, Shell Scripting, Bash, Python, DevOps",Kubernetes: Junior | Terraform: Not experienced,Average,Not Experienced,91,Null,Female
65295,07/11/24 4:13,India,Senior Fullstack Engineer,"C++, C, HTML, JavaScript, MongoDB, Express, React JS, Node JS, Restful APIs, CSS, Tailwind CSS, STL Library, MySQL, Git, GitHub, VS Code, Windows, Cloudinary, Postman API, Python",React JS: Junior | AWS: Junior,Good,Senior,100,Null,Male
65298,07/11/24 4:18,Nepal,Senior Fullstack Engineer,"React, Express.js, Next.js, Spring Boot, React Native, Django, FastAPI, Git, GitHub, AWS, Bitbucket, Project Management, MongoDB, PostgreSQL, NumPy, Pandas, Matplotlib, QA Automation, Python",React: Junior | AWS: Junior,Average,Mid-level,91,Null,Not determined
65309,07/11/24 4:24,India,DevOps Engineer,"AWS, Terraform, Kubernetes, Jenkins, Harness, Git, GitHub, RHEL OCP, Bash, YAML, PowerShell, Eclipse, IntelliJ IDEA, BitBucket, Java, Spring Boot, DevOps",Kubernetes: Junior | Terraform: Junior,Average,Not experienced,57,Null,Male
65296,07/11/24 4:24,Sri Lanka,Senior Fullstack Engineer,"PHP, Java, C, HTML/CSS, JavaScript, SQL, GraphQL, Laravel, React, Node.js, Express.js, Spring Boot, MySQL, MongoDB, PostgreSQL, MS SQL, Firebase, AWS, VS Code, IntelliJ, Jira, GitHub, PyCharm, Code::Blocks, WordPress, Strapi, Mocha, Python",React: Junior | AWS: Junior,Average,Not Experienced,89,Null,Male
65307,07/11/24 4:30,India,Supply Chain Specialist,"Marketing, Sales, Project Management, Budget Planning, Communication, Problem-Solving, Management, Demand Planning, Product Management, Purchasing, Strategy/Planning, Supply Chain, Market Study, People Management, Training, Quality Assurance, Consulting, Advanced Microsoft Excel, SAP/Oracle, Business Intelligence, Just in Time (Lean Management), B2B Business Strategies, Customer/Technical Support, Supply Chain Optimization, Demand Forecasting, Inventory Management, Vendor Relationships, Analytical Skills",Demand Forecasting: Junior | Inventory Management: Mid-level | Vendor Relationships: Senior | Analytical Skills: Mid-level,Good,Null,100,Null,Male
65303,07/11/24 4:37,India,Mobile Application Developer,"Flutter, Android Development, Kotlin, Java, Dart, Swift, Git, Fastlane, NodeJS, MongoDB, PostgreSQL, Linux System Administration, Docker, Amazon AWS, Azure Apps, iOS Development",Android Development: Mid-level | Flutter: Mid-level | REST APIs: Junior,Good,Mid-level,98,Null,Male
65311,07/11/24 4:45,India,Senior Fullstack Engineer,"Java, Python, JavaScript, HTML/CSS, SQL, Node.js, React.js, PHP, C, C#, PowerBI, AI, ML, Git, Bootstrap, Spring Boot, MS Office, Ubuntu",Python: Not experienced | React.js: Not experienced | AWS: Junior,Average,Senior,55,Null,Female
65312,07/11/24 4:56,India,Senior Fullstack Engineer,"Software Development, JavaScript, ReactJS, NodeJS, MongoDB, API Integration, Problem Solving, Python",ReactJS: Mid-level | AWS: Junior,Good,Junior,97,Null,Male
65313,07/11/24 4:57,United States,AI/API Developer,"Python, C++, SQL, PostgreSQL, MATLAB, PyTorch, TensorFlow, Keras, OpenCV, Scikit-learn, Pandas, Hugging Face, NLTK, SpaCy, LangChain, MLOps, Generative AI, Natural Language Processing, Large Language Models, RAGs, Prompt Engineering, Computer Vision, Graph Neural Networks, Reinforcement Learning, Exploratory Data Analysis, Data Visualization, ETL, Git, Tableau, LLaMA, ChatGPT API, PySpark, AWS, MS Office Suite, Anaconda, ROS, AirSim, Linux",Python: Junior | API Development: Junior | AI Product: Mid-level,Good,Mid-level,98,Null,Male
65314,07/11/24 4:59,India,DevOps Engineer,"Docker, Kubernetes, Jenkins, UDeploy, Terraform, PowerShell, Python, Bash, New Relic, CyberArk Vault, Jira, Windows, Linux, Git, AWS, JFrog, ECR, DevOps",Kubernetes: Junior | Terraform: Junior,Average,Mid-level,95,Null,Male
65315,07/11/24 5:11,India,C Programmer,"C, C++, Python, HTML, CSS, JavaScript, SQL, Excel, Numpy, Pandas, SkLearn, Tableau, Power BI, Bootstrap, QlikSense, OOPS, Data Structures and Algorithm, Database Management System, Visual Studio Code, Eclipse, Linux, Communication, Analytical Thinking, Public Speaking, Management",C Programming: Junior | Cplex: Junior | Operations Research: Junior,Good,Junior,95,Null,Male
65321,07/11/24 5:12,India,Senior Backend Engineer,"NodeJs, MongoDB, CakePhp, Python, MySQL, Laravel, Elasticsearch, Big Query, Ember.js, SQLAlchemy, AWS, GoLang, Postgres, Redis, Proto, Jest, Docker, Git, Fork, Phabricator, Agile Practices, SDLC, Test Driven Development, Code Reviews",NodeJs: Not experienced | AWS: Junior | Python: Not experienced,Below Average,Senior,100,Null,Male
65310,07/11/24 5:14,India,Senior Backend Developer,"DSA, Python, HTML, CSS, JavaScript, NodeJS, Express, NestJS, REST APIs, TypeScript, Postman, Microservices, SQL, MongoDB, Jest, Selenium, GCP, AWS, Jenkins, Docker, Windows, Mac, Linux, Agile, React Native",JavaScript: Junior | REST APIs: Junior | AWS: Junior | Docker: Junior,Good,Junior,100,Null,Male
65320,07/11/24 5:14,India,Senior Full Stack Engineer,"Node.js, React, Express, Next.js, Tailwind CSS, Postgres, MongoDB, Microsoft Office, Prompt Engineering, Canva, Python, C/C++, HTML, CSS, JavaScript, Hono, Prisma, Redis, PubSub, WebSockets, System Designs, Figma",Python: Not experienced | JavaScript: Junior | Node.js: Junior,Average,Senior,64,Null,Male
65325,07/11/24 5:21,South Korea,Senior Account Executive,"MS Office, Avaya One X, CMS Avaya, Verint Impact, WFM Tool, Zimbra Email, Salesforce, HireRight, Console, RingCentral, Instagram, LinkedIn, Twitter, YouTube, Facebook, B2B Sales, Communication, CRM Systems, Account Management, Analytical and Problem-Solving",B2B Sales: Junior | Communication: Mid-level | CRM Systems: Junior | Account Management: Junior | Analytical and Problem-Solving: Junior,Good,Null,97,Null,Female
65327,07/11/24 5:25,India,Senior Fullstack Engineer,"NodeJS, ExpressJS, JavaScript, TypeScript, Golang, React JS, NextJS, Postgres, Kafka, Docker, AWS, EC2, VueJS, GraphQL, MongoDB, Rest API, ArgoCD, Keycloak SSO, Kubernetes, GitHub Actions, Cypress, Git, Azure, Docker Swarms, HTML5/CSS3, NestJS, SQL, PostgresDB, MySQLDB, Python",React JS: Junior | AWS: Junior,Good,Junior,99,Null,Male
